Name,Category,Address,City,State,Zipcode,Phone,Latitude,Longitude
DC Stays L.L.C.,Inn And Motel,1253 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.90637728,-77.06250811
Guang Li,Inn And Motel,1503 9TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90986255,-77.0236627
Congressional 1335 Penn Ave LLC,Inn And Motel,1335 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20003,Not Available,38.88082317,-76.98754126
AVIS RENT A CAR SYSTEM LLC,Auto Rental,4400 CONNECTICUT AVE NW ,WASHINGTON,DC,20008,2026865149.0,38.94694958,-77.06560655
LOWE'S HOME CENTER LLC.,Food Products,2438 MARKET ST NE ,WASHINGTON,DC,20018,Not Available,38.92019766,-76.95545248
COLLECTIONS TRANSPORT IMPOUND TOWING LLC.,Tow Truck,4640 MINNESOTA AVE NE ,WASHINGTON,DC,20019,Not Available,38.9069954,-76.93576771
On-Call Removal Service llc,Tow Truck,1239 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.9068322211,-76.9376514012
C&F TOWING SERVICE LLC,Tow Truck,1239 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.9068322211,-76.9376514012
Big Dreams Towing and Recovery LLC,Tow Truck Business,3010 RHODE ISLAND AVE NE ,WASHINGTON,DC,20018,Not Available,38.93464441,-76.96516044
Tf Towing & Recovery LLC,Tow Truck Business,1229 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.90679486,-76.9384179
C&B Towing & Recovery LLC,Tow Truck Business,1229 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.90679486,-76.9384179
Rhode Island Wrecker Services LLC.,Tow Truck Business,3010 RHODE ISLAND AVE NE ,WASHINGTON,DC,20018,Not Available,38.93464441,-76.96516044
"WAHLA BROTHER SARGODHA , INC.",Tow Truck Storage Lot,1535 KENILWORTH AVE NE ,WASHINGTON,DC,20019,2023993418.0,38.910561,-76.9349174
"HOLMAN'S TOWING, LLC",Tow Truck Storage Lot,1239 KENILWORTH AVE NE ,WASHINGTON,DC,20019,2025828888.0,38.9068322211,-76.9376514012
ALL-STAR TOWING Inc.,Tow Truck Storage Lot,2405 22ND ST NE ,WASHINGTON,DC,20018,Not Available,38.92174383,-76.97347004
TEST RECORD DO NOT PROCESS,Restaurant,1600 TAYLOR ST NE ,WASHINGTON,DC,20017,Not Available,38.94098207,-76.98220189
ASLIN DC BEER LLC,Restaurant,1740 14TH ST NW ,WASHINGTON,DC,20009,Not Available,38.91391612,-77.03254767
Black Whiskey LLC,Restaurant,1410 14TH ST NW ,WASHINGTON,DC,20005,Not Available,38.90927419,-77.0322791
Bartaco Wharf LLC.,Restaurant,645 WHARF ST SW ,WASHINGTON,DC,20024,Not Available,38.87708407,-77.02226785
East West Tenley Town LLC,Restaurant,4619 41ST ST NW ,WASHINGTON,DC,20016,Not Available,38.95022082,-77.08001254
Hill Country DC LLC,Restaurant,410 7TH ST NW ,WASHINGTON,DC,20004,Not Available,38.89516604,-77.02220364
Sandwiches by Phillip 1,Restaurant,77 K ST NE ,WASHINGTON,DC,20002,Not Available,38.90205732,-77.00636132
"OTIS.@12, Inc.",Restaurant,3625 12TH ST NE ,WASHINGTON,DC,20017,Not Available,38.93427063,-76.99094902
Sunrise African Braids LLC,Beauty Shop,124 KENNEDY ST NW ,WASHINGTON,DC,20011,Not Available,38.95640129,-77.01274804
LE SUPER NAILS LLC.,Beauty Shop Nails,718 H ST NE ,WASHINGTON,DC,20002,Not Available,38.90039362,-76.99531941
Unknown,Beauty Booth,2300 2350 RHODE ISLAND AVE NE ,WASHINGTON,DC,20018,Not Available,38.93071732,-76.97334572
"DECADES, LLC.",Public Hall,1219 CONNECTICUT AVE NW ,WASHINGTON,DC,20036,Not Available,38.90653484,-77.04117856
ANACOSTIA FOOD AND FUEL LLC.,Gasoline Dealer,2305 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20020,Not Available,38.87411061,-76.97331166
KENILWORTH MARKET,Delicatessen,1612 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.91193933,-76.93491153
7-ELEVEN INC,Delicatessen,910 17TH ST NW ,WASHINGTON,DC,20006,Not Available,38.90188111,-77.03992307
DDS/RSA RANDOLPH-SHEPPARD VENDING FACILTIY PROGRAM,Delicatessen,441 G ST NW ,WASHINGTON,DC,20548,Not Available,38.89901948,-77.01741252
SONYA'S MARKET,Delicatessen,2833 11TH ST NW ,WASHINGTON,DC,20001,Not Available,38.92665256,-77.02679888
7-ELEVEN 37102A,Delicatessen,3700 12TH ST NE ,WASHINGTON,DC,20017,Not Available,38.93487444,-76.99150891
Han Towers Market,Delicatessen,4201 CATHEDRAL AVE NW ,WASHINGTON,DC,20016,Not Available,38.93082287,-77.08297729
Ivy City Smokehouse INC,Delicatessen,1356 OKIE ST NE ,WASHINGTON,DC,20002,Not Available,38.91463421,-76.98555198
"E & C MID-ATLANTIC VENTURES, LLC.",Delicatessen,2830 SHERMAN AVE NW ,WASHINGTON,DC,20001,Not Available,38.92659359,-77.0263514
Han Towers Market,Delicatessen,4201 CATHEDRAL AVE NW ,WASHINGTON,DC,20016,Not Available,38.93082287,-77.08297729
"Discount Drugs Wisconsin, Inc",Delicatessen,5100 WISCONSIN AVE NW ,WASHINGTON,DC,20016,Not Available,38.95629519,-77.08385851
HAYAT INC,Delicatessen,6217 DIX ST NE ,WASHINGTON,DC,20019,Not Available,38.8941550028,-76.9115208626
FAMILY DELI & MARKET LLC,Delicatessen,2612 GEORGIA AVE NW ,WASHINGTON,DC,20001,Not Available,38.9246195,-77.02281906
Gregorys Coffee,Delicatessen,1101 CONNECTICUT AVE NW ,WASHINGTON,DC,20036,Not Available,38.90403246,-77.03973497
Pitango Otto LLC.,Delicatessen,605 WHARF ST SW ,WASHINGTON,DC,20024,Not Available,38.87672862,-77.02167262
CK Cafe 2100 LLC t/a Kings Cafe,Delicatessen,2100 MARTIN LUTHER KING J AVE SE ,WASHINGTON,DC,20020,Not Available,38.86535189,-76.98922845
BENNING LIQUORS,Food Products,3445 BENNING RD NE ,WASHINGTON,DC,20019,Not Available,38.89592323,-76.95575744
Glover Park Market,Food Products,2411 37TH ST NW ,WASHINGTON,DC,20007,Not Available,38.9214820581,-77.0728864764
GB License LLC,Food Products,4221 CONNECTICUT AVE NW ,WASHINGTON,DC,20008,Not Available,38.94380738,-77.06284154
JUDINA INC.,Food Products,626 KENNEDY ST NW ,WASHINGTON,DC,20011,Not Available,38.95620714,-77.02204175
New Neighborhood Market,Grocery Store,1611 RHODE ISLAND AVE NE ,WASHINGTON,DC,20018,Not Available,38.9262145513,-76.9812900147
M & V DC MEAT AND GROCERY LLC,Grocery Store,4807 GEORGIA AVE NW ,WASHINGTON,DC,20011,Not Available,38.9485939,-77.02671173
RICHARD WRIGHT PUBLIC CHARTER SCHOOL,Restaurant,475 SCHOOL ST SW ,WASHINGTON,DC,20024,Not Available,38.88422019,-77.01880893
Bartaco Mt Vernon,Restaurant,1025 5TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90281538,-77.01870419
7-ELEVEN INC,Delicatessen,5505 SOUTH DAKOTA AVE NE ,WASHINGTON,DC,20011,Not Available,0.0,0.0
FORT DRUM MARKET,Delicatessen,4686 MARTIN LUTHER KING J AVE SW ,WASHINGTON,DC,20032,Not Available,38.82094888,-77.01066836
WALGREENS #16290,Delicatessen,50 MASSACHUSETTS AVE NE ,WASHINGTON,DC,20002,Not Available,38.89761945,-77.00617579
NEW CONGRESIONAL LIQUORS,Delicatessen,404 1ST ST SE ,WASHINGTON,DC,20003,Not Available,38.88481775,-77.00556463
ALABAMA CONVENIENCE,Delicatessen,2209 ALABAMA AVE SE ,WASHINGTON,DC,20020,Not Available,38.85066936,-76.97370209
YOUNG'S DELI & MARKET,Delicatessen,4000 MASSACHUSETTS AVE NW ,WASHINGTON,DC,20016,Not Available,38.93136927,-77.07878386
WAWA INC,Delicatessen,4530 40TH ST NW ,WASHINGTON,DC,20016,Not Available,38.94908715,-77.07918367
"STANTON SUPERMARKET, LLC",Delicatessen,1453 HOWARD RD SE ,WASHINGTON,DC,20020,Not Available,38.85810463,-76.98756423
SHABAH CORP,Delicatessen,912 NEW HAMPSHIRE AVE NW ,WASHINGTON,DC,20037,Not Available,38.9011577,-77.05173326
ADDIS ABABA INC,Delicatessen,4600 14TH ST NW ,WASHINGTON,DC,20011,Not Available,38.94627888,-77.03300196
DREAM TWO LIQUOR INC,Food Products,3845 MINNESOTA AVE NE ,WASHINGTON,DC,20019,Not Available,38.89297819,-76.95033394
METRO VARIETY SHOP,Food Products,1400 I ST NW ,WASHINGTON,DC,20005,Not Available,38.90102426,-77.0322809
LEE AUTO REPAIRS LLC.,Food Products,3426 GEORGIA AVE NW ,WASHINGTON,DC,20010,Not Available,38.93274246,-77.02422966
WALGREEN CO,Food Products,3301 NEW MEXICO AVE NW ,WASHINGTON,DC,20016,Not Available,38.93364619,-77.08511638
JJ Liquors,Food Products,1211 BRENTWOOD RD NE ,WASHINGTON,DC,20018,Not Available,38.92017071,-76.98958975
GB License LLC,Food Products,327 S ST NE ,WASHINGTON,DC,20002,Not Available,38.91387029,-77.00085602
AKI & MULLER CORPORATION,Grocery Store,4133 WHEELER RD SE ,WASHINGTON,DC,20032,2025610750.0,38.83355613,-76.99021453
HARRIS TEETER #383,Grocery Store,401 M ST SE ,WASHINGTON,DC,20003,Not Available,38.87621685,-77.00009427
ARIF L.L.C.,Grocery Store,2606 GEORGIA AVE NW ,WASHINGTON,DC,20001,Not Available,38.92443196,-77.02278913
NAI Saturn Eastern LLC.,Grocery Store,2845 ALABAMA AVE SE ,WASHINGTON,DC,20020,Not Available,38.85902477,-76.96667096
WHITELAW MARKET,Grocery Store,1846 13TH ST NW ,WASHINGTON,DC,20009,Not Available,38.91542239,-77.02987566
COOKIE'S CORNER,Grocery Store,1970 2ND ST NW ,WASHINGTON,DC,20001,Not Available,38.91752142,-77.0147958
ABYO LLC,Grocery Store,1517 MARION BARRY AVE SE ,WASHINGTON,DC,20020,Not Available,38.86614159,-76.98270428
CENTRAL SPICE INC,Grocery Store,5579 CENTRAL AVE SE ,WASHINGTON,DC,20019,Not Available,38.88558448,-76.91903875
RAMOS MARKET INC,Grocery Store,607 KENNEDY ST NW ,WASHINGTON,DC,20011,Not Available,38.95659679,-77.02131559
AKSE LLC,Grocery Store,1515 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.90969195,-77.06424025
CENTRAL CONVENIENCE INC,Grocery Store,5575 CENTRAL AVE SE ,WASHINGTON,DC,20019,Not Available,38.8856048962,-76.9192527623
"U FIRST MART, Inc.",Grocery Store,1942 1ST ST NW ,WASHINGTON,DC,20001,Not Available,38.91685797,-77.01241545
CAPITOL BARBER INC,Barber Shop,201 MASSACHUSETTS AVE NE ,WASHINGTON,DC,20002,2025448380.0,38.89461959,-77.00288022
ASUKISQ HAIR SALON INC.,Barber Shop,1794 COLUMBIA RD NW ,WASHINGTON,DC,20009,Not Available,38.92267809,-77.0423225
Unknown,Barber Shop,4228 BENNING RD NE ,WASHINGTON,DC,20019,Not Available,38.89297867,-76.94157683
HOLLINGSWORTH HOLDINGS,Barber Shop,1565 ALABAMA AVE SE ,WASHINGTON,DC,20020,Not Available,38.84639385,-76.98053337
Mohamed's Barber Shop,Barber Shop,3310 GEORGIA AVE NW ,WASHINGTON,DC,20010,Not Available,38.93136383,-77.02382968
TOMMY D'S BARBERSHOP LLC,Barber Shop,2920 MINNESOTA AVE SE ,WASHINGTON,DC,20019,Not Available,38.87630932,-76.96550907
Nice Hands Grooming Shop,Barber Shop,2824 GEORGIA AVE NW ,WASHINGTON,DC,20001,Not Available,38.92682458,-77.02316551
Salon Emmanuel,Barber Shop,2024 P ST NW ,WASHINGTON,DC,20036,Not Available,38.90943084,-77.04600634
LIAM AND ISAAC LLC,Beauty Shop,3114 MOUNT PLEASANT ST NW ,WASHINGTON,DC,20010,Not Available,38.92931263,-77.0378324
Methodist Home of DC,Beauty Shop,4901 CONNECTICUT AVE NW ,WASHINGTON,DC,20008,Not Available,38.95397214,-77.06846864
Unknown,Beauty Shop,1234 19TH ST NW ,WASHINGTON,DC,20036,2028611212.0,38.9068701,-77.04373249
OKYO SALON,Beauty Shop,2903 M ST NW ,WASHINGTON,DC,20007,Not Available,38.905358966,-77.0583959558
"IMAGE HAIR STUDIO, INC.",Beauty Shop,3453 14TH ST NW ,WASHINGTON,DC,20010,Not Available,38.93354698,-77.03246736
SARAI & MONICA LLC; SANDRA ALVARADO,Beauty Shop,3171 MOUNT PLEASANT ST NW ,WASHINGTON,DC,20010,Not Available,38.93088472,-77.03796391
COLUMBIA HAIR SALON INC.,Beauty Shop,1760 COLUMBIA RD NW ,WASHINGTON,DC,20009,2024624013.0,38.92358521,-77.04086424
THE WESTCHESTER STUDIO OF MARYLAND LLC,Beauty Shop,4000 CATHEDRAL AVE NW ,WASHINGTON,DC,20016,Not Available,38.9284286,-77.07981487
EVA BEAUTY SALON LLC,Beauty Shop,7709 GEORGIA AVE NW ,WASHINGTON,DC,20012,Not Available,38.98321508,-77.02605945
Tsunami Hair Studio LLC,Beauty Shop,4248 BENNING RD NE ,WASHINGTON,DC,20019,Not Available,38.89241128,-76.94065272
Salon on the Ave LLC.,Beauty Shop,3119 MARTIN LUTHER KING J AVE SE ,WASHINGTON,DC,20032,Not Available,38.84344251,-76.99995922
The Shop at Union Market,Beauty Shop,1268 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.90807504,-76.99875285
LIAM AND ISAAC LLC,Beauty Shop,3114 MOUNT PLEASANT ST NW ,WASHINGTON,DC,20010,Not Available,38.92931263,-77.0378324
FANATIX NAILS LLC.,Beauty Shop,1306 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20003,Not Available,38.88165832,-76.98793332
ALLURE  NAILS & SPA LLC,Beauty Shop,3412 WISCONSIN AVE NW ,WASHINGTON,DC,20016,Not Available,38.93513378,-77.07301485
Elite LLC,Beauty Shop,3847 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20020,Not Available,38.86496989,-76.95103729
The Brows LLC.,Beauty Shop,1768 COLUMBIA RD NW ,WASHINGTON,DC,20009,Not Available,38.92344894,-77.04104429
JINX PROOF TATTOOS,Beauty Shop,3285 1/2 M ST NW ,WASHINGTON,DC,20007,Not Available,38.9053106,-77.06562498
KRJ ENTERPRISE LLC,Beauty Shop,3058 M ST NW ,WASHINGTON,DC,20007,Not Available,38.90497734,-77.06071343
B Forever Flawless by ener,Beauty Shop,7305 GEORGIA AVE NW ,WASHINGTON,DC,20012,Not Available,38.97854808,-77.02617684
GLOSS BAR LLC.,Beauty Shop,1340 8TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90840113,-77.0231925
gilded heart salon,Beauty Shop,1426 9TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90941813,-77.02425668
DC Wax 2 LLC,Beauty Shop Esthetics,3515 CONNECTICUT AVE NW ,WASHINGTON,DC,20008,Not Available,38.93616967,-77.05820054
GOLDEN NAILS DC LLC,Beauty Shop Nails,400 7TH ST NW ,WASHINGTON,DC,20004,Not Available,38.89495211,-77.02209706
Native Plate LLC,Caterers,703 EDGEWOOD ST NE ,WASHINGTON,DC,20017,Not Available,38.9250448,-76.99582567
La Buena LLC.,Caterers,1369 NEW YORK AVE NE ,WASHINGTON,DC,20002,Not Available,38.91529142,-76.98528226
FRESH OFF THE ROAST LLC.,Caterers,1228 MOUNT OLIVET RD NE ,WASHINGTON,DC,20002,Not Available,38.91017382,-76.98419709
JPO Concepts,Caterers,2000 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.91713131,-76.9998403
District Class Catering LLC,Caterers,1369 NEW YORK AVE NE ,WASHINGTON,DC,20002,Not Available,38.91529142,-76.98528226
Vegetable and Butcher,Caterers,2619 EVARTS ST NE ,WASHINGTON,DC,20018,Not Available,38.92408834,-76.96885368
Dooneys Diner,Caterers,2800 10TH ST NE ,WASHINGTON,DC,20017,Not Available,38.92581574,-76.99276286
AlHami LLC,Caterers,2000 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.91713131,-76.9998403
Pinsa Love,Caterers,1625 ECKINGTON PL NE ,WASHINGTON,DC,20002,Not Available,38.91199724,-77.00399957
Drinks For Love,Caterers,2800 10TH ST NE ,WASHINGTON,DC,20017,Not Available,38.92581574,-76.99276286
"A'viands, LLC",Caterers,2600 DOUGLASS PL SE ,WASHINGTON,DC,20020,Not Available,38.85661934,-76.98804976
Hornblower Cruises and Events LLC,Caterers,580 WATER ST SW ,WASHINGTON,DC,20024,Not Available,38.8746671,-77.02138908
Good Company Doughnuts and Cafe,Caterers,555 Pennsylvania AVE NW ,WASHINGTON,DC,20001,Not Available,38.8931248,-77.01935005
"Island Zests, LLC",Caterers,703 EDGEWOOD ST NE ,WASHINGTON,DC,20017,Not Available,38.9250448,-76.99582567
Stapleton's,Caterers,703 EDGEWOOD ST NE ,WASHINGTON,DC,20017,Not Available,38.9250448,-76.99582567
RASA,Caterers,475 K ST NW ,WASHINGTON,DC,20001,Not Available,38.90277967,-77.0183106
Sodexo Magic,Restaurant,1709 NEW YORK AVE NW ,WASHINGTON,DC,20006,Not Available,38.8966779,-77.0403981
Charlene's Bar & Grille LLC,Restaurant,2618 GEORGIA AVE NW ,WASHINGTON,DC,20001,Not Available,38.92475227,-77.02289913
LIME CAY INC,Restaurant,2436 18TH ST NW ,WASHINGTON,DC,20009,Not Available,38.92153734,-77.04264978
EDEN FINANCIAL & ACCOUNTING,Beauty Shop Nails,1855 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.91618015,-77.06727374
CONNIE'S NAIL INC.,Beauty Shop Nails,1300 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89493993,-77.03021187
Varnish Lane West End,Beauty Shop Nails,1201 24TH ST NW ,WASHINGTON,DC,20037,Not Available,38.90572881,-77.05112369
FAMOUS NAILS SPA LLC,Beauty Shop Nails,2024 P ST NW ,WASHINGTON,DC,20036,Not Available,38.90943084,-77.04600634
"USF S&H DC, LLC.",Health Spa,4001 BRANDYWINE ST NW ,WASHINGTON,DC,20016,Not Available,38.94999665,-77.07937906
SOLIDCORE LLC,Health Spa,1024 6TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90376599,-77.02015096
TRUMP OLD POST OFFICE LLC.,Massage Establishment,1100 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89412373,-77.02757271
Equinox 800 K Street Inc,Massage Establishment,800 K ST NW ,WASHINGTON,DC,20001,Not Available,38.9014767,-77.02259596
Mindful Health Solutions LLC,Massage Establishment,1228 11TH ST NW ,WASHINGTON,DC,20001-4264,Not Available,38.90657007,-77.02733852
Unknown,Massage Establishment,410 H ST NE ,WASHINGTON,DC,20002-4336,Not Available,38.90046065,-77.00002202
CASA BLANCA INTERNATIONAL CORP,Bakery,2060 WEST VIRGINIA AVE NE ,WASHINGTON,DC,20002,2028324800.0,38.9153013474,-76.9808637063
Maman,Bakery,1220 19TH ST NW ,WASHINGTON,DC,20036,Not Available,38.90663216,-77.04390287
JHES LLC,Caterers,1306 G ST NW ,WASHINGTON,DC,20005,Not Available,38.89811337,-77.03030601
LUNCHERAS DI SI LLC,Caterers,703 EDGEWOOD ST NE ,WASHINGTON,DC,20017,Not Available,38.9250448,-76.99582567
Beau Thai SHAW L.L.C.,Caterers,1550 7TH ST NW ,WASHINGTON,DC,20001,Not Available,38.91037685,-77.02220319
Cooking with Patrice LLC,Caterers,2800 10th ST NE ,WASHINGTON,DC,20017,Not Available,38.92581574,-76.99276286
DC REGISTERED AGENT INC,Caterers,5800 8TH ST NW ,WASHINGTON,DC,20011,Not Available,38.96136545,-77.02472307
henry's soul cafe,Caterers,2125 ALABAMA AVE SE ,WASHINGTON,DC,20020,Not Available,38.85059388,-76.97447328
ESENCIAS PANAMENAS LLC,Caterers,2800 10TH ST NE ,WASHINGTON,DC,20017,Not Available,38.92581574,-76.99276286
7-ELEVEN INC,Delicatessen,3029 NAYLOR RD SE ,WASHINGTON,DC,20020,Not Available,38.85337612,-76.96509262
Chesapeake Big Market,Delicatessen,601 CHESAPEAKE ST SE ,WASHINGTON,DC,20032,Not Available,38.82899807,-76.99829023
FAMILY DELI & MARKET LLC,Delicatessen,2612 GEORGIA AVE NW ,WASHINGTON,DC,20001,Not Available,38.9246195,-77.02281906
AIRPORT MANAGEMENT SERVICES LLC,Food Products,50 MASSACHUSETTS AVE NE ,WASHINGTON,DC,20002,Not Available,38.89761945,-77.00617579
ABERU INC,Food Products,4321 NANNIE HELEN BURROUG AVE NE ,WASHINGTON,DC,20019,Not Available,38.9006574179,-76.9401848395
BENNING LIQUORS,Food Products,3445 BENNING RD NE ,WASHINGTON,DC,20019,Not Available,38.89592323,-76.95575744
Glover Park Market,Food Products,2411 37TH ST NW ,WASHINGTON,DC,20007,Not Available,38.9214820581,-77.0728864764
3800 13TH ST LLC,Food Products,3400 13TH ST NW ,WASHINGTON,DC,20010,Not Available,38.93146637,-77.0299532
A-1 Wine & Liquor,Food Products,1420 K ST NW ,WASHINGTON,DC,20005,Not Available,38.90214213,-77.03281115
U STREET WINE  AND BEER LLC,Food Products,1351 U ST NW ,WASHINGTON,DC,20009,Not Available,38.91732274,-77.03111639
LRBM LLC t/a Spar Liquors,Food Products,3916 SOUTH CAPITOL ST SE ,WASHINGTON,DC,20032,Not Available,38.83233296,-77.00782069
JUDINA INC.,Food Products,626 KENNEDY ST NW ,WASHINGTON,DC,20011,Not Available,38.95620714,-77.02204175
SMERT SUN MARKET,Grocery Store,415 RHODE ISLAND AVE NE ,WAS,DC,20002,Not Available,38.91964202,-76.99989034
NAI Saturn Eastern LLC,Grocery Store,1100 4TH ST SW ,WASHINGTON,DC,20024,Not Available,38.87761406,-77.01715952
NAI Saturn Eastern LLC,Grocery Store,1747 COLUMBIA RD NW ,WASHINGTON,DC,20009,Not Available,38.92422756,-77.04101822
WONDER MART CONVENIENCE INC,Grocery Store,2743 MARTIN LUTHER KING J AVE SE ,WASHINGTON,DC,20032,Not Available,38.84693331,-76.9964129
Union Kitchen,Grocery Store,538 3RD ST NE ,WASHINGTON,DC,20002,Not Available,38.89719546,-77.00220952
HIWOT MARKET INC,Grocery Store,5331 GEORGIA AVE NW ,WASHINGTON,DC,20011,Not Available,38.95476872,-77.02757297
YEGNA RESTAURANT AND LOUNGE INC,Restaurant,1920 9TH ST NW ,WASHINGTON,DC,20001,Not Available,38.9161943,-77.02423569
BAR ILLUSION LLC,Restaurant,5213 GEORGIA AVE NW ,WASHINGTON,DC,20011,Not Available,38.95335976,-77.02733962
ZINGO PIZZERIA LLC.,Restaurant,1932 9TH ST NW ,WASHINGTON,DC,20001,Not Available,38.91650481,-77.02427673
ZEWDIE INC,Restaurant,1114 U ST NW ,WASHINGTON,DC,20001,Not Available,38.91685064,-77.02778916
evana lounge llc,Restaurant,2632 GEORGIA AVE NW ,WASHINGTON,DC,20001,Not Available,38.92499865,-77.02290532
ADC TOWING & RECOVERY INC,Tow Truck Storage Lot,1075 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.90396974,-76.94119787
Metro Motor Towing & Recovery,Tow Truck Storage Lot,1329 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.90818104,-76.93697125
A CERTIFIED TOWING,Tow Truck Storage Lot,1239 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.9068322211,-76.9376514012
ANACOSTIA FOOD AND FUEL LLC.,Gasoline Dealer,2305 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20020,Not Available,38.87411061,-76.97331166
"ESPRESSO HOUSE, INC. (THE)",Delicatessen,111 MICHIGAN AVE NW ,WASHINGTON,DC,20010,2028842552.0,38.92767927,-77.01375155
FULL YUM CARRYOUT CORPORATION,Delicatessen,1501 NORTH CAPITOL ST NE ,WASHINGTON,DC,20002,2028320637.0,38.90978444,-77.00871628
"WASHINGTON DRAMA SOCIETY, INC.",Delicatessen,1101 6TH ST SW ,WASHINGTON,DC,20024,2025549066.0,38.87739689,-77.02050458
1257 CORPORATION,Delicatessen,1255 4TH ST NE ,WASHINGTON,DC,20002,2025465205.0,38.90799406,-76.9995447
Unknown,Delicatessen,1003 8TH ST SE ,WASHINGTON,DC,20003,2025437662.0,38.87796141,-76.99519861
DAILY FISH OF CHESAPEAKE,Delicatessen,2250 SHERMAN AVE NW ,WASHINGTON,DC,20001,2023323169.0,38.92015652,-77.02538972
ROCKLANDS BARBEQUE AND GRILLING COMPANY,Delicatessen,2418 WISCONSIN AVE NW ,WASHINGTON,DC,20007,2023371925.0,38.92151485,-77.07258692
"PANDA OF D.C., INC..",Delicatessen,1807 WEST VIRGINIA AVE NE ,WASHINGTON,DC,20002,2025268478.0,38.91056615,-76.98498392
GEORGETOWN UNIVERSITY,Delicatessen,3800 RESERVOIR RD NW ,WASHINGTON,DC,20057,2026879889.0,38.91201376,-77.07530401
LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,Delicatessen,1500 SOUTH CAPITOL ST SE ,WASHINGTON,DC,20003,2026407939.0,38.87235978,-77.00852675
LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,Delicatessen,1500 SOUTH CAPITOL ST SE ,WASHINGTON,DC,20003,2026407939.0,38.87235978,-77.00852675
LENA MARKET,Delicatessen,1206 UNDERWOOD ST NW ,WASHINGTON,DC,20012,2028291414.0,38.96875647,-77.02782937
ARAMARK ENTERTAINMENT LLC,Delicatessen,601 F ST NW ,WASHINGTON,DC,20004,2026615155.0,38.8980785153,-77.0209572291
NEGIA INC,Delicatessen,141 FLORIDA AVE NW ,WASHINGTON,DC,20001,Not Available,38.9129849792,-77.0137679754
KENILWORTH MARKET,Delicatessen,1612 KENILWORTH AVE NE ,WASHINGTON,DC,20019,Not Available,38.91193933,-76.93491153
ARTHUR TREACHER'S FISH & CHIPS INC.,Delicatessen,400 FLORIDA AVE NW ,WASHINGTON,DC,20001,Not Available,38.91373492,-77.01635116
7-ELEVEN INC,Delicatessen,910 17TH ST NW ,WASHINGTON,DC,20006,Not Available,38.90188111,-77.03992307
